pos_error,yaw_error
0.145258,0.0478427
0.145606,0.0478426
0.145953,0.0478426
0.1463,0.0478425
0.146647,0.0478425
0.146994,0.0478424
0.147341,0.0478424
0.147689,0.0478423
0.148036,0.0478423
0.148383,0.0478423
0.14873,0.0478422
0.149078,0.0478422
0.149425,0.0478421
0.149772,0.0478421
0.150119,0.047842
0.150467,0.047842
0.150814,0.0478419
0.151161,0.0478419
0.151508,0.047842
0.151856,0.0478417
0.152203,0.0478417
0.15255,0.0478417
0.152898,0.0478416
0.153245,0.0478416
0.153592,0.0478416
0.153939,0.0478415
0.154287,0.0478415
0.154634,0.0478414
0.154981,0.0478414
0.155329,0.0478413
0.155676,0.0478413
0.156023,0.0478412
0.156371,0.0478412
0.156718,0.0478411
0.157065,0.0478376
0.157413,0.0478411
0.15776,0.047841
0.158108,0.047841
0.158455,0.0478409
0.158802,0.0478409
0.15915,0.0478408
0.159497,0.0478408
0.159844,0.0478407
0.160192,0.0478407
0.160539,0.0478407
0.160887,0.0478406
0.161234,0.0478406
0.161582,0.0478405
0.161929,0.0478405
0.162276,0.0478404
0.162624,0.0478404
0.162971,0.0478403
0.163319,0.0478403
0.163666,0.0478402
0.164014,0.0478402
0.164361,0.0478401
0.164709,0.0478401
0.165056,0.0478401
0.165403,0.04784
0.165751,0.04784
0.166098,0.0478399
0.166446,0.0478399
0.166793,0.0478398
0.167141,0.0478398
0.167488,0.0478397
0.167836,0.0478397
0.168183,0.0478396
0.168531,0.0478396
0.168878,0.0478396
0.169226,0.0478395
0.169573,0.0478395
0.169921,0.0478394
0.170268,0.0478394
0.170616,0.0478393
0.170964,0.0478393
0.171311,0.0478392
0.171659,0.0478392
0.172006,0.0478392
0.172354,0.0478391
0.172701,0.0478391
0.173049,0.047839
0.173396,0.047839
0.173744,0.0478389
0.174091,0.0478389
0.174439,0.0478388
0.174787,0.0478388
0.175134,0.0478387
0.175482,0.0478387
0.175829,0.0478387
0.176177,0.0478386
0.176525,0.0478386
0.176872,0.0478385
0.17722,0.0478385
0.177567,0.0478384
0.177915,0.0478384
0.178263,0.0478383
0.17861,0.0478383
0.178958,0.0478383
0.179305,0.0478382
0.179653,0.0478382
0.180001,0.0478381
0.180348,0.0478381
0.180696,0.0478381
0.181043,0.0478383
0.181391,0.0478379
0.181739,0.0478379
0.182086,0.0478378
0.182434,0.0478378
0.182782,0.0478377
0.183129,0.0478377
0.183477,0.0478377
0.183825,0.0478376
0.184172,0.0478376
0.18452,0.0478375
0.184868,0.0478375
0.185215,0.0478374
0.185563,0.0478374
0.185911,0.0478373
0.186258,0.0478373
0.186606,0.0478371
0.186954,0.0478372
0.187301,0.0478372
0.187649,0.0478371
0.187997,0.0478371
0.188344,0.047837
0.188692,0.047837
0.18904,0.047837
0.189387,0.0478369
0.189735,0.0478369
0.190083,0.0478368
0.190431,0.0478368
0.190778,0.0478367
0.191126,0.0478367
0.191474,0.0478366
0.191821,0.0478366
0.192169,0.0478366
0.192517,0.0478365
0.192865,0.0478365
0.193212,0.0478364
0.19356,0.0478364
0.193908,0.0478363
0.194255,0.0478363
0.194603,0.0478362
0.194951,0.0478362
0.195299,0.0478362
0.195646,0.0478361
0.195994,0.0478361
0.196342,0.047836
0.19669,0.047836
0.197037,0.0478359
0.197385,0.0478359
0.197733,0.0478358
0.198081,0.0478358
0.198428,0.0478358
0.198776,0.0478357
0.199124,0.0478357
0.199472,0.0478356
0.19982,0.0478356
0.200167,0.0478355
0.200515,0.0478355
0.200863,0.0478354
0.201211,0.0478354
0.201558,0.0478354
0.201906,0.0478353
0.202254,0.0478353
